gisco_id,name,registered,turnout,invalid,blank,Komitet Wyborczy Platforma Obywatelska Rzeczypospolitej Polskiej,Komitet Wyborczy Polska Partia Pracy,Komitet Wyborczy Samoobrona Rzeczpospolitej Polskiej,Koalicyjny Komitet Wyborczy Sojusz Lewicy Demokratycznej - Unia Pracy,Komitet Wyborczy Unii Polityki Realnej,Narodowy Komitet Wyborczy Wyborców,Komitet Wyborczy Inicjatywa dla Polski,Komitet Wyborczy Wyborców Socjaldemokracji Polskiej,Komitet Wyborczy Prawo i Sprawiedliwość,Komitet Wyborczy Liga Polskich Rodzin,"Komitet Wyborczy Wyborców - Ogólnopolski Komitet Obywatelski ""OKO""",Komitet Wyborczy Unii Wolności,Komitet Wyborczy Polskiego Stronnictwa Ludowego,Koalicyjny Komitet Wyborczy KPEiR-PLD,"Komitet Wyborczy Antyklerykalnej Partii Postępu ""Racja""",Komitet Wyborczy Polskiej Partii Narodowej,Komitet Wyborczy Wyborców Konfederacja Ruch Obrony Bezrobotnych,Komitet Wyborczy Wyborców Zieloni 2004,Komitet Wyborczy Narodowego Odrodzenia Polski,"Komitet Wyborczy Wyborców ""Razem dla Przyszłości""",Komitet Wyborczy Demokratycznej Partii Lewicy
PL_0404072,Unisław,5133,800,22,0,141,3,123,162,7,10,2,14,54,133,3,74,40,12,0,0,0,0,0,0,0
PL_0405011,Golub-Dobrzyń,9898,1563,66,0,318,12,230,159,27,11,10,61,140,305,8,165,39,12,0,0,0,0,0,0,0
PL_0405022,Ciechocin,2895,424,12,0,73,0,131,35,2,0,1,6,9,77,1,13,62,2,0,0,0,0,0,0,0
PL_0405032,Golub-Dobrzyń,6142,870,40,0,97,9,305,55,14,1,5,18,34,155,0,26,109,2,0,0,0,0,0,0,0
PL_0405043,Kowalewo Pomorskie,8569,1462,66,0,215,12,327,130,21,8,3,34,89,229,6,162,141,19,0,0,0,0,0,0,0
PL_0405052,Radomin,3131,471,19,0,29,5,152,28,6,5,5,30,30,65,2,14,79,2,0,0,0,0,0,0,0
PL_0405062,Zbójno,3345,477,15,0,44,1,229,23,5,1,3,17,17,76,1,9,36,0,0,0,0,0,0,0,0
PL_0406012,Grudziądz,7713,1050,29,0,146,16,245,68,11,2,26,45,88,159,2,73,126,14,0,0,0,0,0,0,0
PL_0406022,Gruta,5012,705,23,0,57,10,218,54,4,2,5,15,42,135,2,28,106,4,0,0,0,0,0,0,0
PL_0406033,Łasin,6532,963,56,0,111,6,226,149,13,3,7,34,28,197,7,44,74,8,0,0,0,0,0,0,0
PL_0406043,Radzyń Chełmiński,3681,508,26,0,48,11,200,38,2,5,4,15,19,97,2,8,32,1,0,0,0,0,0,0,0
PL_0406052,Rogóźno,3092,354,13,0,34,5,108,33,5,2,10,8,20,53,2,7,54,0,0,0,0,0,0,0,0
PL_0406062,Świecie nad Osą,3274,447,29,0,46,5,153,11,6,4,5,14,25,53,2,7,82,5,0,0,0,0,0,0,0
PL_0407011,Inowrocław,63075,11228,513,0,2999,76,821,1337,167,47,77,1033,1051,1735,83,830,361,98,0,0,0,0,0,0,0
PL_0407022,Dąbrowa Biskupia,4069,460,26,0,42,3,92,39,5,2,5,18,30,89,3,12,92,2,0,0,0,0,0,0,0
PL_0407033,Gniewkowo,11506,1568,57,0,218,10,227,140,24,10,22,74,91,261,22,249,139,24,0,0,0,0,0,0,0
PL_0407042,Inowrocław,8452,1130,45,0,146,8,270,69,13,8,8,64,56,156,9,82,183,13,0,0,0,0,0,0,0
PL_0407053,Janikowo,10581,1582,90,0,433,23,150,177,10,5,81,69,85,229,12,67,138,13,0,0,0,0,0,0,0
PL_0407063,Kruszwica,15919,2402,132,0,316,33,427,185,24,18,18,109,174,522,12,68,334,30,0,0,0,0,0,0,0
PL_0407073,Pakość,7746,970,68,0,174,15,133,83,19,10,16,51,66,153,6,61,104,11,0,0,0,0,0,0,0
PL_0407082,Rojewo,3457,514,26,0,47,6,98,25,4,3,3,9,42,134,5,21,81,10,0,0,0,0,0,0,0
PL_0407092,Złotniki Kujawskie,6828,1005,77,0,172,16,179,111,5,2,8,38,68,123,28,33,135,10,0,0,0,0,0,0,0
PL_0408011,Lipno,11717,2007,106,0,563,11,199,289,18,13,5,77,264,231,5,117,50,59,0,0,0,0,0,0,0
PL_0408022,Bobrowniki,2275,335,16,0,34,2,89,19,5,3,1,6,36,39,2,10,67,6,0,0,0,0,0,0,0
PL_0408032,Chrostkowo,2417,273,18,0,27,0,110,10,3,1,10,21,12,33,0,1,26,1,0,0,0,0,0,0,0
PL_0408043,Dobrzyń nad Wisłą,6219,717,41,0,90,5,136,45,10,8,8,17,77,118,8,26,118,10,0,0,0,0,0,0,0
PL_0408052,Kikół,5461,580,18,0,84,5,171,41,7,2,5,18,41,78,2,35,63,10,0,0,0,0,0,0,0
PL_0408062,Lipno,8527,913,30,0,93,6,258,67,9,3,2,18,50,159,6,16,174,22,0,0,0,0,0,0,0
PL_0408073,Skępe,5851,746,26,0,177,5,126,97,11,3,27,56,34,74,1,30,63,16,0,0,0,0,0,0,0
PL_0408082,Tłuchowo,3515,546,18,0,30,2,92,11,2,2,1,0,13,37,1,9,325,3,0,0,0,0,0,0,0
PL_0408092,Wielgie,4975,658,15,0,120,7,170,38,5,2,1,18,30,118,3,11,101,19,0,0,0,0,0,0,0
PL_0409012,Dąbrowa,3566,531,25,0,32,9,131,38,6,2,21,33,16,63,0,29,122,4,0,0,0,0,0,0,0
PL_0409022,Jeziora Wielkie,3875,525,36,0,50,6,102,43,11,2,1,74,22,72,2,13,83,8,0,0,0,0,0,0,0
PL_0409033,Mogilno,19360,3282,147,0,438,25,447,388,25,13,31,288,223,600,31,199,399,28,0,0,0,0,0,0,0
PL_0409043,Strzelno,9527,1556,80,0,187,24,192,158,28,6,14,63,94,414,11,76,188,21,0,0,0,0,0,0,0
PL_0410013,Kcynia,10471,1849,87,0,249,8,293,200,25,7,10,57,64,232,13,44,545,15,0,0,0,0,0,0,0
PL_0410023,Mrocza,6720,1203,63,0,232,17,158,117,14,7,10,38,51,348,8,37,91,12,0,0,0,0,0,0,0
PL_0410033,Nakło nad Notecią,26078,4894,188,0,1426,40,486,575,272,16,48,180,422,597,45,246,295,58,0,0,0,0,0,0,0
PL_0410042,Sadki,5307,1060,46,0,252,14,217,72,14,7,10,24,50,126,6,44,163,15,0,0,0,0,0,0,0
PL_0410053,Szubin,16928,3296,131,0,446,9,190,369,28,4,24,121,128,271,15,97,1361,102,0,0,0,0,0,0,0
PL_0411011,Radziejów,4990,829,49,0,110,2,106,121,11,8,4,48,60,119,7,61,116,7,0,0,0,0,0,0,0
PL_0411022,Bytoń,3007,382,14,0,22,1,125,25,8,6,3,9,13,43,1,8,101,3,0,0,0,0,0,0,0
PL_0411032,Dobre,4431,601,47,0,48,4,142,42,7,3,3,21,47,100,3,7,123,4,0,0,0,0,0,0,0
PL_0411042,Osięciny,6510,810,54,0,53,1,238,40,3,5,8,71,35,90,5,18,185,4,0,0,0,0,0,0,0
PL_0411053,Piotrków Kujawski,7603,891,56,0,85,4,170,84,14,14,7,34,52,158,6,54,139,14,0,0,0,0,0,0,0
PL_0411062,Radziejów,3463,424,29,0,45,2,143,25,2,3,2,6,17,54,2,17,74,3,0,0,0,0,0,0,0
PL_0411072,Topólka,4098,558,39,0,26,3,144,41,6,17,2,7,36,67,7,13,143,7,0,0,0,0,0,0,0
PL_0412011,Rypin,13032,2094,38,0,511,8,117,142,35,18,125,105,438,237,11,150,141,18,0,0,0,0,0,0,0
PL_0412022,Brzuze,4206,551,16,0,68,4,181,37,9,6,14,32,39,69,3,16,50,7,0,0,0,0,0,0,0
PL_0412032,Rogowo,3815,346,10,0,41,1,84,12,5,2,2,6,18,60,2,6,93,4,0,0,0,0,0,0,0
PL_0412042,Rypin,5685,582,16,0,61,3,148,22,1,1,9,19,40,78,0,6,177,1,0,0,0,0,0,0,0
PL_0412052,Skrwilno,4895,540,21,0,47,9,112,26,3,3,4,16,50,105,3,15,124,2,0,0,0,0,0,0,0
PL_0412062,Wąpielsk,3288,322,9,0,41,0,92,23,5,0,1,9,27,54,2,4,54,1,0,0,0,0,0,0,0
PL_0413013,Kamień Krajeński,5186,729,30,0,124,12,170,55,14,3,1,19,41,168,4,22,58,8,0,0,0,0,0,0,0
PL_0413023,Sępólno Krajeńskie,12280,2006,69,0,582,8,286,229,34,7,23,69,86,301,11,102,173,26,0,0,0,0,0,0,0
PL_0413032,Sośno,3901,699,51,0,69,5,167,51,7,6,8,12,21,74,9,17,190,12,0,0,0,0,0,0,0
PL_0413043,Więcbork,10068,1696,84,0,370,11,215,125,26,8,23,55,125,357,11,71,195,20,0,0,0,0,0,0,0
PL_0414012,Bukowiec,3859,565,28,0,94,3,137,31,4,7,4,24,20,98,5,18,88,4,0,0,0,0,0,0,0
PL_0414022,Dragacz,5498,821,41,0,129,8,157,106,8,8,7,45,58,116,5,37,85,11,0,0,0,0,0,0,0
PL_0414032,Drzycim,3799,605,36,0,102,11,111,53,9,8,4,16,30,90,8,27,92,8,0,0,0,0,0,0,0
PL_0414042,Jeżewo,5825,887,47,0,173,16,140,46,25,13,7,33,69,160,7,30,105,16,0,0,0,0,0,0,0
PL_0414052,Lniano,3059,496,21,0,85,5,94,17,13,17,5,8,22,115,1,13,73,7,0,0,0,0,0,0,0
PL_0414063,Nowe,8534,1310,74,0,248,16,171,122,21,2,42,49,99,247,10,46,151,12,0,0,0,0,0,0,0
PL_0414072,Osie,3947,630,51,0,128,2,72,46,7,3,6,11,30,85,4,22,162,1,0,0,0,0,0,0,0
PL_0414082,Pruszcz,7078,1261,59,0,232,13,266,92,14,6,6,42,73,186,11,44,201,16,0,0,0,0,0,0,0
PL_0414093,Świecie,26566,4635,171,0,1327,34,487,489,122,63,44,177,405,605,19,330,320,42,0,0,0,0,0,0,0
PL_0414102,Świekatowo,2596,404,22,0,85,4,105,21,5,3,1,8,21,58,2,15,54,0,0,0,0,0,0,0,0
PL_0414112,Warlubie,5014,821,47,0,70,6,150,26,6,2,11,17,26,145,5,19,289,2,0,0,0,0,0,0,0
PL_0415011,Chełmża,11725,1633,76,0,351,8,136,185,17,16,11,44,159,310,6,217,77,20,0,0,0,0,0,0,0
PL_0415022,Chełmża,7202,915,27,0,125,6,229,89,12,5,4,15,40,165,5,59,119,15,0,0,0,0,0,0,0
PL_0415032,Czernikowo,6181,669,38,0,92,6,168,66,12,4,3,10,62,91,2,62,47,6,0,0,0,0,0,0,0
PL_0415042,Lubicz,11138,1790,51,0,382,10,269,113,26,8,6,23,156,347,5,319,69,6,0,0,0,0,0,0,0
PL_0415052,Łubianka,4084,726,39,0,206,1,113,50,6,3,2,5,27,132,2,70,62,8,0,0,0,0,0,0,0
PL_0415062,Łysomice,6037,812,23,0,114,6,144,93,7,5,2,17,68,137,6,139,33,18,0,0,0,0,0,0,0
PL_0415072,Obrowo,6567,1045,22,0,302,0,210,85,15,8,7,17,50,147,2,97,80,3,0,0,0,0,0,0,0
PL_0415082,Wielka Nieszawka,2839,579,30,0,140,3,45,34,11,1,5,7,44,77,0,171,10,1,0,0,0,0,0,0,0
PL_0415092,Zławieś Wielka,7962,1148,50,0,298,12,149,110,18,5,4,28,89,126,8,179,60,12,0,0,0,0,0,0,0
PL_0416012,Cekcyn,4846,986,50,0,487,4,141,43,11,0,5,19,32,95,3,13,76,7,0,0,0,0,0,0,0
PL_0416022,Gostycyn,3988,1028,42,0,443,5,148,54,8,1,2,30,28,182,0,15,69,1,0,0,0,0,0,0,0
PL_0416032,Kęsowo,3286,676,40,0,272,5,94,26,1,3,1,31,29,105,1,11,54,3,0,0,0,0,0,0,0
PL_0416042,Lubiewo,4299,1033,59,0,308,8,148,42,12,4,8,108,22,185,4,17,103,5,0,0,0,0,0,0,0
PL_0416052,Śliwice,4057,849,24,0,403,3,55,28,7,0,1,20,19,102,2,8,173,4,0,0,0,0,0,0,0
PL_0416063,Tuchola,15273,3882,122,0,2341,16,285,234,30,8,12,126,109,335,5,115,125,19,0,0,0,0,0,0,0
PL_0417011,Wąbrzeźno,11113,1636,52,0,502,8,148,192,19,9,11,56,133,169,11,253,49,24,0,0,0,0,0,0,0
PL_0417022,Dębowa Łąka,2433,344,15,0,29,5,92,20,6,0,3,12,17,67,2,8,65,3,0,0,0,0,0,0,0
PL_0417032,Książki,3403,604,28,0,58,8,229,36,4,6,4,13,26,99,2,25,64,2,0,0,0,0,0,0,0
PL_0417042,Płużnica,3857,480,24,0,54,3,162,23,4,4,2,13,27,78,1,29,52,4,0,0,0,0,0,0,0
PL_0417052,Wąbrzeźno,6449,715,44,0,63,8,240,36,4,3,3,13,36,141,3,35,76,10,0,0,0,0,0,0,0
PL_0418011,Kowal,2727,426,26,0,70,3,63,34,6,84,0,17,24,50,2,20,13,14,0,0,0,0,0,0,0
PL_0418022,Baruchowo,2710,321,23,0,31,2,77,26,3,10,0,20,16,37,1,9,39,27,0,0,0,0,0,0,0
PL_0418032,Boniewo,2826,336,24,0,20,1,99,16,0,4,4,14,12,48,4,4,68,18,0,0,0,0,0,0,0
PL_0418043,Brześć Kujawski,8778,1105,54,0,189,11,194,95,4,30,3,72,60,164,10,61,121,37,0,0,0,0,0,0,0
PL_0418052,Choceń,6419,765,31,0,187,6,171,78,9,15,3,43,35,68,9,21,74,15,0,0,0,0,0,0,0
PL_0418063,Chodecz,5133,608,40,0,65,8,201,40,7,10,5,40,41,76,1,14,51,9,0,0,0,0,0,0,0
PL_0418072,Fabianki,6248,630,27,0,104,2,95,44,7,5,2,54,50,63,1,49,44,83,0,0,0,0,0,0,0
PL_0418083,Izbica Kujawska,6207,784,40,0,52,6,330,55,1,4,6,23,40,122,2,19,76,8,0,0,0,0,0,0,0
PL_0418092,Kowal,3189,408,21,0,66,0,128,23,1,20,5,11,23,57,3,2,35,13,0,0,0,0,0,0,0
PL_0418102,Lubanie,3624,454,25,0,37,6,145,25,8,43,3,32,27,58,5,7,28,5,0,0,0,0,0,0,0
PL_0418113,Lubień Kujawski,6086,750,28,0,76,5,258,38,6,28,4,25,88,103,4,14,62,11,0,0,0,0,0,0,0
PL_0418123,Lubraniec,8055,1065,66,0,115,14,280,51,11,18,7,78,73,189,6,26,123,8,0,0,0,0,0,0,0
PL_0418132,Włocławek,4993,587,33,0,73,4,143,50,5,4,3,32,47,78,5,40,65,5,0,0,0,0,0,0,0
PL_0419013,Barcin,11688,1660,96,0,298,32,232,208,20,8,27,106,89,204,14,111,197,18,0,0,0,0,0,0,0
PL_0419022,Gąsawa,4002,757,42,0,81,5,144,86,6,4,19,18,32,137,7,10,162,4,0,0,0,0,0,0,0
PL_0419033,Janowiec Wielkopolski,7440,1156,88,0,201,14,240,100,9,4,40,51,36,153,9,26,178,7,0,0,0,0,0,0,0
PL_0419043,Łabiszyn,6976,1110,64,0,147,12,219,115,22,1,35,39,44,174,12,49,166,11,0,0,0,0,0,0,0
PL_0419052,Rogowo,5271,997,90,0,87,8,185,72,18,2,52,38,48,168,9,25,179,16,0,0,0,0,0,0,0
PL_0419063,Żnin,19137,3359,172,0,551,22,423,364,22,7,372,125,225,592,15,153,282,34,0,0,0,0,0,0,0
PL_0461011,M. Bydgoszcz,297347,74522,1967,0,21062,241,3783,9787,1506,191,1039,3877,8127,12655,742,6995,1945,605,0,0,0,0,0,0,0
PL_0462011,M. Grudziądz,80012,12434,401,0,3086,118,1281,1674,159,48,118,755,1288,1774,72,1211,274,175,0,0,0,0,0,0,0
PL_0463011,M. Toruń,162068,42621,660,0,10889,114,1939,3779,583,351,212,1088,4115,5658,67,12550,361,255,0,0,0,0,0,0,0
PL_0464011,M. Włocławek,96490,17745,619,0,4023,95,1971,1848,289,418,63,1970,1746,2165,56,1392,381,709,0,0,0,0,0,0,0
PL_0601011,Międzyrzec Podlaski,13614,2860,78,0,346,12,243,203,23,678,11,74,178,574,7,47,372,11,0,0,3,0,0,0,0
PL_0601021,Terespol,4611,790,42,0,147,4,72,125,17,107,1,21,68,124,3,20,28,10,0,0,1,0,0,0,0
PL_0601032,Biała Podlaska,8810,1635,44,0,94,10,380,168,9,146,3,19,109,436,6,17,158,34,0,0,2,0,0,0,0
PL_0601042,Drelów,4338,686,16,0,20,3,209,20,5,25,3,5,16,63,5,3,288,5,0,0,0,0,0,0,0
PL_0601052,Janów Podlaski,4376,728,24,0,46,0,143,92,7,56,0,15,54,127,1,11,146,4,0,0,2,0,0,0,0
PL_0601062,Kodeń,3380,653,19,0,44,6,106,78,6,29,2,10,28,243,1,2,72,7,0,0,0,0,0,0,0
PL_0601072,Konstantynów,3189,776,46,0,51,9,221,78,9,19,5,9,26,170,4,2,115,11,0,0,1,0,0,0,0
PL_0601082,Leśna Podlaska,3384,630,19,0,18,4,188,103,1,32,2,3,22,137,2,4,90,4,0,0,1,0,0,0,0
PL_0601092,Łomazy,4335,914,20,0,32,6,261,84,8,56,3,10,48,217,0,4,160,4,0,0,1,0,0,0,0
PL_0601102,Międzyrzec Podlaski,7661,1626,53,0,42,15,548,52,7,160,6,7,59,327,4,4,332,5,0,0,5,0,0,0,0
PL_0601112,Piszczac,5789,893,21,0,61,5,267,103,15,49,2,9,49,197,2,7,94,12,0,0,0,0,0,0,0
PL_0601122,Rokitno,2646,518,24,0,16,3,173,56,2,44,3,12,17,73,0,1,87,7,0,0,0,0,0,0,0
PL_0601132,Rossosz,1941,404,12,0,15,0,152,16,3,24,0,5,28,83,0,1,61,4,0,0,0,0,0,0,0
PL_0601142,Sławatycze,2171,502,12,0,41,4,148,17,5,26,4,8,26,129,1,3,71,4,0,0,3,0,0,0,0
PL_0601152,Sosnówka,2391,466,17,0,12,5,178,42,0,16,1,1,8,64,0,5,115,1,0,0,1,0,0,0,0
PL_0601162,Terespol,5599,937,41,0,79,7,219,101,7,70,3,14,66,204,3,13,101,5,0,0,4,0,0,0,0
PL_0601172,Tuczna,2991,460,10,0,13,6,138,23,1,22,1,0,9,135,2,0,96,3,0,0,1,0,0,0,0
PL_0601182,Wisznice,4284,909,30,0,49,2,248,82,18,47,3,12,55,172,0,13,172,5,0,0,1,0,0,0,0
PL_0601192,Zalesie,3425,636,16,0,29,6,169,110,7,26,2,6,24,102,0,10,124,1,0,0,4,0,0,0,0
PL_0602011,Biłgoraj,21296,4309,100,0,716,10,273,349,65,27,15,147,501,1700,15,98,268,18,0,0,7,0,0,0,0
PL_0602022,Aleksandrów,2362,426,10,0,21,1,77,13,4,6,1,5,25,186,4,2,70,1,0,0,0,0,0,0,0
PL_0602032,Biłgoraj,9404,1634,41,0,68,14,191,43,8,8,0,28,101,922,2,7,197,3,0,0,1,0,0,0,0
PL_0602042,Biszcza,3113,581,32,0,7,3,133,18,1,1,0,2,19,236,5,3,119,0,0,0,2,0,0,0,0
PL_0602053,Frampol,5205,667,17,0,33,4,127,40,8,2,5,9,43,245,2,6,125,1,0,0,0,0,0,0,0
PL_0602062,Goraj,3606,467,16,0,17,3,106,34,1,1,4,9,20,130,1,10,112,3,0,0,0,0,0,0,0
PL_0602073,Józefów,5818,897,36,0,96,4,213,73,2,7,1,46,38,219,2,6,148,3,0,0,3,0,0,0,0
PL_0602082,Księżpol,5036,701,15,0,34,2,222,28,1,15,4,12,38,210,0,3,114,2,0,0,1,0,0,0,0
PL_0602092,Łukowa,3446,729,36,0,37,5,246,20,5,2,3,8,37,189,1,2,136,1,0,0,1,0,0,0,0
PL_0602102,Obsza,3405,715,24,0,12,1,153,59,3,7,2,9,20,187,2,1,229,5,0,0,1,0,0,0,0
PL_0602112,Potok Górny,4380,756,26,0,18,12,219,28,4,0,4,6,33,248,2,3,148,3,0,0,2,0,0,0,0
PL_0602123,Tarnogród,5526,1215,47,0,72,4,267,59,9,3,3,35,47,476,1,12,177,1,0,0,2,0,0,0,0
PL_0602132,Tereszpol,3137,342,8,0,7,1,87,10,5,3,0,7,29,111,3,1,65,3,0,0,2,0,0,0,0
PL_0602142,Turobin,6019,1218,33,0,30,4,189,48,7,2,3,21,53,219,4,3,596,5,0,0,1,0,0,0,0
PL_0603011,Rejowiec Fabryczny,3663,657,29,0,76,3,55,44,4,2,5,29,36,162,2,6,199,4,0,0,1,0,0,0,0
PL_0603022,Białopole,2696,481,22,0,28,5,141,43,1,47,1,12,15,87,2,3,73,1,0,0,0,0,0,0,0
PL_0603032,Chełm,9650,1503,60,0,204,9,339,59,10,31,8,46,172,325,11,22,185,10,0,0,12,0,0,0,0
PL_0603042,Dorohusk,5695,824,55,0,70,5,207,105,12,4,2,25,60,130,7,8,127,3,0,0,4,0,0,0,0
PL_0603052,Dubienka,2281,388,17,0,38,3,121,24,6,29,0,11,9,44,1,9,73,1,0,0,2,0,0,0,0
PL_0603062,Kamień,3064,429,13,0,39,0,142,14,1,3,1,31,21,80,4,1,76,1,0,0,2,0,0,0,0
PL_0603072,Leśniowice,3229,630,15,0,31,3,243,29,3,8,3,17,13,42,2,1,219,1,0,0,0,0,0,0,0
PL_0603082,Rejowiec Fabryczny,3638,751,46,0,32,3,130,79,2,6,73,3,19,69,0,3,281,1,0,0,4,0,0,0,0
PL_0603092,Ruda-Huta,3810,508,9,0,53,4,151,37,5,7,0,20,47,32,0,0,132,7,0,0,4,0,0,0,0
PL_0603102,Sawin,4643,763,20,0,37,5,255,38,6,19,3,53,27,159,5,10,124,1,0,0,1,0,0,0,0
PL_0603112,Siedliszcze,5642,712,26,0,66,5,185,36,1,10,14,45,52,92,2,3,171,3,0,0,1,0,0,0,0
PL_0603122,Wierzbica,4193,720,45,0,62,4,182,90,9,13,4,14,32,161,3,1,97,2,0,0,1,0,0,0,0
PL_0603132,Wojsławice,3487,526,27,0,33,6,174,34,3,11,2,4,24,113,1,7,86,1,0,0,0,0,0,0,0
PL_0603142,Żmudź,2669,364,14,0,16,0,118,27,3,12,0,15,8,72,0,4,75,0,0,0,0,0,0,0,0
PL_0604011,Hrubieszów,16033,3082,96,0,426,13,390,297,50,15,12,133,235,1025,15,63,291,16,0,0,5,0,0,0,0
PL_0604022,Dołhobyczów,5383,988,27,0,26,10,348,53,5,6,5,16,29,204,2,7,240,4,0,0,6,0,0,0,0
PL_0604032,Horodło,4795,623,33,0,49,5,194,50,5,4,4,39,35,91,2,5,104,2,0,0,1,0,0,0,0
PL_0604042,Hrubieszów,8699,1616,41,0,69,9,611,56,3,11,4,26,59,295,5,8,407,9,0,0,3,0,0,0,0
PL_0604052,Mircze,6554,1069,39,0,37,11,358,72,2,6,3,24,12,122,7,5,357,8,0,0,6,0,0,0,0
PL_0604062,Trzeszczany,4013,570,25,0,31,2,165,28,4,2,3,20,37,131,1,1,118,1,0,0,1,0,0,0,0
PL_0604072,Uchanie,4305,880,33,0,38,1,348,24,3,6,1,7,23,116,2,8,260,7,0,0,3,0,0,0,0
PL_0604082,Werbkowice,8334,1315,38,0,92,10,310,63,8,7,6,18,74,386,7,9,277,6,0,0,4,0,0,0,0
PL_0605012,Batorz,2841,671,10,0,29,0,243,14,1,1,2,4,15,136,0,0,213,3,0,0,0,0,0,0,0
PL_0605022,Chrzanów,2623,659,5,0,11,2,197,7,3,5,1,0,12,134,1,2,279,0,0,0,0,0,0,0,0
PL_0605032,Dzwola,5334,1190,22,0,18,2,258,28,5,6,2,4,34,536,3,4,258,10,0,0,0,0,0,0,0
PL_0605042,Godziszów,4956,1986,46,0,16,11,491,18,3,12,4,3,61,932,9,2,376,2,0,0,0,0,0,0,0
PL_0605053,Janów Lubelski,12852,2436,61,0,304,10,292,149,37,24,14,78,253,915,5,28,239,17,0,0,10,0,0,0,0
PL_0605062,Modliborzyce,5807,1142,23,0,64,8,360,40,12,11,11,24,62,354,2,4,162,3,0,0,2,0,0,0,0
PL_0605072,Potok Wielki,3824,511,20,0,23,3,168,31,3,4,9,4,34,95,2,2,108,4,0,0,1,0,0,0,0
PL_0606011,Krasnystaw,16538,3078,99,0,567,17,509,267,36,19,22,136,320,449,21,78,510,20,0,0,8,0,0,0,0
PL_0606022,Fajsławice,4062,811,18,0,52,2,235,16,8,4,9,12,27,213,10,5,197,1,0,0,2,0,0,0,0
PL_0606032,Gorzków,3441,590,21,0,16,1,218,29,0,4,5,8,14,61,0,2,203,5,0,0,3,0,0,0,0
PL_0606042,Izbica,7353,1143,47,0,62,9,431,53,4,3,3,16,38,140,5,14,311,5,0,0,2,0,0,0,0
PL_0606052,Krasnystaw,7351,1163,51,0,78,7,322,51,11,5,7,16,66,143,3,5,394,2,0,0,2,0,0,0,0
PL_0606062,Kraśniczyn,3665,741,47,0,20,6,217,42,7,8,1,10,88,69,0,13,206,3,0,0,4,0,0,0,0
PL_0606072,Łopiennik Górny,3569,516,21,0,25,0,183,11,3,4,3,5,19,96,2,2,133,5,0,0,4,0,0,0,0
PL_0606082,Rejowiec,5536,663,21,0,67,5,158,68,3,2,9,19,47,112,4,2,113,24,0,0,9,0,0,0,0
PL_0606092,Rudnik,3003,543,17,0,12,5,287,21,1,6,2,8,7,41,1,1,134,0,0,0,0,0,0,0,0
PL_0606102,Siennica Różana,3472,877,28,0,49,1,97,21,4,2,1,5,29,57,6,3,571,1,0,0,2,0,0,0,0
PL_0606112,Żółkiewka,5153,948,28,0,33,14,389,24,1,2,6,12,23,123,3,1,283,5,0,0,1,0,0,0,0
PL_0607011,Kraśnik,30458,7965,301,0,2869,19,553,554,140,690,141,190,430,1332,21,190,466,50,0,0,19,0,0,0,0
PL_0607023,Annopol,7301,1441,58,0,235,12,481,47,6,12,8,30,55,194,13,11,259,18,0,0,2,0,0,0,0
PL_0607032,Dzierzkowice,4210,1039,20,0,64,2,243,42,15,52,26,14,33,221,6,5,294,0,0,0,2,0,0,0,0
PL_0607042,Gościeradów,5718,985,27,0,60,3,308,45,1,55,9,11,32,160,2,10,257,3,0,0,2,0,0,0,0
PL_0607052,Kraśnik,5383,1042,33,0,136,7,171,20,12,38,22,18,54,319,8,13,178,7,0,0,6,0,0,0,0
PL_0607062,Szastarka,4836,1011,30,0,48,3,282,25,10,34,15,14,42,312,2,4,186,3,0,0,1,0,0,0,0
PL_0607072,Trzydnik Duży,5503,936,16,0,67,5,290,43,5,53,14,21,37,162,6,3,205,7,0,0,2,0,0,0,0
PL_0607082,Urzędów,6914,2024,52,0,60,4,207,19,11,21,17,16,46,1270,5,7,286,3,0,0,0,0,0,0,0
PL_0607092,Wilkołaz,4342,1017,35,0,44,2,119,8,4,4,22,9,25,446,0,7,288,0,0,0,4,0,0,0,0
PL_0607102,Zakrzówek,5643,981,31,0,76,3,241,31,12,17,3,6,34,207,5,9,305,1,0,0,0,0,0,0,0
PL_0608011,Lubartów,18730,4042,84,0,947,18,257,543,52,47,19,132,387,792,24,427,281,18,0,0,14,0,0,0,0
PL_0608022,Abramów,3467,786,40,0,32,8,261,25,10,2,5,10,27,164,3,2,194,1,0,0,2,0,0,0,0
PL_0608032,Firlej,4844,723,25,0,57,7,172,69,8,6,5,16,23,113,15,4,165,3,0,0,35,0,0,0,0
PL_0608042,Jeziorzany,2516,339,11,0,33,14,109,10,0,1,2,8,17,51,3,3,74,3,0,0,0,0,0,0,0
PL_0608052,Kamionka,5064,1003,39,0,83,19,218,143,8,8,5,8,67,179,3,15,158,6,0,0,44,0,0,0,0
PL_0608063,Kock,5423,929,29,0,73,13,235,71,5,16,3,20,86,170,2,16,176,6,0,0,8,0,0,0,0
PL_0608072,Lubartów,7502,1273,37,0,166,13,222,79,16,14,4,20,160,311,3,27,192,5,0,0,4,0,0,0,0
PL_0608082,Michów,5197,1029,16,0,37,7,239,67,5,1,2,10,27,362,4,16,231,2,0,0,3,0,0,0,0
PL_0608092,Niedźwiada,4968,911,34,0,61,7,184,22,8,5,1,12,39,313,12,39,164,10,0,0,0,0,0,0,0
