gisco_id,name,registered,turnout,invalid,blank,1 - Komitet Wyborczy Unia Polityki Realnej,2 - Komitet Wyborczy Polskie Stronnictwo Ludowe,3 - Komitet Wyborczy Samoobrona Rzeczpospolitej Polskiej,4 - Komitet Wyborczy Polska Partia Pracy,5 - Komitet Wyborczy Libertas,6 - Koalicyjny Komitet Wyborczy Sojusz Lewicy Demokratycznej - Unia Pracy,7 - Koalicyjny Komitet Wyborczy Porozumienie dla Przyszłoci - CentroLewica (PD+SDPL+Zieloni 2004),8 - Komitet Wyborczy Prawica Rzeczypospolitej,9 - Komitet Wyborczy Platforma Obywatelska RP,10 - Komitet Wyborczy Prawo i Sprawiedliwoć,11 - Komitet Wyborczy Polska Partia Socjalistyczna,12 - Koalicyjny Komitet Wyborczy Naprzód Polsko - Piast
PL_PLZZCY,Cyprus,31,27,1,0,1,0,0,0,0,1,1,0,20,3,0,0
PL_PLZZCZ,Czech Republic,270,250,4,0,8,5,0,2,2,25,10,13,146,35,0,0
PL_PLZZDE,Germany,1571,1329,11,0,15,19,1,1,11,89,60,76,740,306,0,0
PL_PLZZDK,Denmark,222,192,2,0,2,1,1,1,7,31,11,9,101,26,0,0
PL_PLZZDZ,Algeria,88,39,3,0,1,1,0,2,0,6,1,2,18,5,0,0
PL_PLZZEE,Estonia,72,50,2,0,0,1,2,0,0,11,5,1,24,4,0,0
PL_PLZZEG,Egypt,121,93,0,0,1,1,0,0,0,19,5,3,52,12,0,0
PL_PLZZES,Spain,346,265,2,0,7,2,0,1,1,16,17,2,191,26,0,0
PL_PLZZFI,Finland,125,115,2,0,3,1,0,0,1,13,9,7,77,2,0,0
PL_PLZZFR,France,1477,1256,14,0,18,37,0,2,10,74,80,78,655,288,0,0
PL_PLZZGB,United Kingdom,1574,1209,12,0,39,19,4,2,6,80,67,62,681,237,0,0
PL_PLZZGE,Georgia,43,37,2,0,0,0,1,0,0,3,4,2,20,5,0,0
PL_PLZZGR,Greece,350,250,4,0,4,8,3,2,5,14,9,16,125,60,0,0
PL_PLZZHR,Croatia,66,58,2,0,0,0,0,1,0,7,8,2,30,8,0,0
PL_PLZZHU,Hungary,114,102,0,0,0,1,0,1,2,8,8,2,73,7,0,0
PL_PLZZID,Indonesia,19,14,0,0,1,2,0,0,0,2,0,0,6,3,0,0
PL_PLZZIE,Ireland,580,429,0,0,23,5,0,0,4,28,25,21,281,42,0,0
PL_PLZZIL,Israel,218,136,6,0,3,2,0,3,0,16,8,8,78,12,0,0
PL_PLZZIN,India,49,41,0,0,1,1,0,0,0,7,5,0,23,4,0,0
PL_PLZZIQ,IQ,19,18,0,0,0,0,0,0,0,4,1,1,10,2,0,0
PL_PLZZIR,Iran,62,42,2,0,1,1,0,1,0,1,4,0,29,3,0,0
PL_PLZZIS,Iceland,59,51,1,0,1,0,2,0,0,4,3,9,27,4,0,0
PL_1465011,M. St. Warszawa,1241040,538112,4255,0,6140,8500,1265,1843,3483,61377,22052,21180,290184,117833,0,0
PL_PLZZJO,Jordan,194,45,1,0,0,4,0,0,1,7,6,0,23,3,0,0
PL_PLZZJP,Japan,96,85,0,0,1,1,0,0,1,5,6,6,53,12,0,0
PL_PLZZKE,KE,35,32,1,0,0,0,0,0,2,2,3,1,16,7,0,0
PL_PLZZKP,North Korea,16,16,0,0,1,0,1,1,0,2,1,0,10,0,0,0
PL_PLZZKR,South Korea,31,28,0,0,0,1,0,0,1,6,2,1,15,2,0,0
PL_PLZZKW,Kuwait,82,75,0,0,0,0,0,1,0,8,2,3,46,15,0,0
PL_PLZZKZ,Kazakhstan,54,47,0,0,0,2,0,1,0,3,3,2,26,10,0,0
PL_PLZZLB,Lebanon,444,271,29,0,6,14,4,2,3,52,21,5,104,31,0,0
PL_PLZZLT,Lithuania,126,126,1,0,0,20,1,0,1,13,4,5,51,30,0,0
PL_PLZZLU,Luxembourg,419,368,0,0,4,4,0,2,2,27,29,4,266,30,0,0
PL_PLZZLV,Latvia,69,69,2,0,1,1,0,3,0,4,2,9,32,15,0,0
PL_PLZZLY,Libya,81,57,0,0,1,1,0,0,0,8,3,2,35,7,0,0
PL_PLZZMA,Morocco,206,37,1,0,1,0,0,0,1,3,3,1,22,5,0,0
PL_PLZZMD,Moldova,49,39,0,0,0,3,0,0,0,5,3,2,24,2,0,0
PL_PLZZMK,North Macedonia,45,40,4,0,0,1,0,0,2,1,8,0,21,3,0,0
PL_PLZZMX,Mexico,98,26,0,0,0,1,0,0,0,0,4,0,19,2,0,0
PL_PLZZMY,Malaysia,23,20,0,0,0,0,0,0,0,6,2,0,12,0,0,0
PL_PLZZNG,Nigeria,13,12,0,0,0,0,0,0,0,0,1,1,9,1,0,0
PL_PLZZNL,Netherlands,316,262,1,0,8,4,1,0,1,28,18,4,167,30,0,0
PL_PLZZNO,Norway,435,354,5,0,11,3,1,2,2,21,11,15,211,72,0,0
PL_PLZZNZ,New Zealand,36,30,0,0,0,0,0,1,0,4,1,3,13,8,0,0
PL_PLZZOM,Oman,31,21,0,0,0,0,0,0,0,2,0,0,18,1,0,0
PL_PLZZPE,PE,119,45,1,0,1,1,0,0,0,2,1,0,38,1,0,0
PL_PLZZPK,PK,17,15,0,0,0,0,0,0,0,4,0,0,10,1,0,0
PL_PLZZPT,Portugal,143,118,1,0,4,1,0,1,0,11,6,1,80,13,0,0
PL_PLZZQA,Qatar,42,38,2,0,0,1,0,0,0,2,1,1,26,5,0,0
PL_PLZZRO,Romania,72,58,0,0,2,1,1,0,0,5,12,0,31,6,0,0
PL_PLZZRU,Russia,313,259,0,0,4,11,0,2,0,46,11,16,149,20,0,0
PL_PLZZSA,Saudi Arabia,27,22,0,0,2,0,0,0,0,1,1,0,15,3,0,0
PL_PLZZSE,Sweden,534,452,5,0,3,20,3,0,3,30,9,17,241,121,0,0
PL_PLZZSG,Singapore,42,37,0,0,1,1,0,0,0,2,6,0,25,2,0,0
PL_PLZZSI,Slovenia,78,62,0,0,0,2,0,0,0,6,3,4,36,11,0,0
PL_PLZZSK,Slovakia,65,65,0,0,0,1,0,0,1,5,2,2,50,4,0,0
PL_PLZZSY,Syria,235,111,5,0,4,9,0,1,1,22,3,7,52,7,0,0
PL_PLZZTD,TD,237,53,2,0,0,3,2,0,2,7,4,4,23,6,0,0
PL_PLZZTH,Thailand,21,19,3,0,0,0,0,0,0,1,2,0,13,0,0,0
PL_PLZZTM,TM,14,14,1,0,0,0,0,0,0,2,1,2,7,1,0,0
PL_PLZZTN,Tunisia,94,55,3,0,2,1,0,0,0,9,10,3,25,2,0,0
PL_PLZZTR,Turkey,104,90,2,0,0,1,0,0,1,14,8,0,56,8,0,0
PL_PLZZTW,Taiwan,32,28,0,0,1,0,0,0,0,2,7,0,16,2,0,0
PL_PLZZUA,Ukraine,392,338,2,0,5,7,0,0,4,25,19,17,181,78,0,0
PL_PLZZUS,United States,4154,3473,30,0,24,23,4,6,81,87,31,82,572,2533,0,0
PL_PLZZUZ,Uzbekistan,16,16,0,0,1,1,0,0,0,0,3,1,10,0,0,0
PL_PLZZVE,VE,283,38,1,0,1,0,0,0,1,0,1,0,20,14,0,0
PL_PLZZVN,Vietnam,13,13,0,0,0,0,0,0,0,4,1,0,6,2,0,0
PL_PLZZYE,YE,26,13,0,0,0,0,0,1,0,3,1,3,3,2,0,0
PL_PLZZZA,South Africa,45,34,0,0,2,0,0,0,0,7,4,4,13,4,0,0
PL_PLZZRS,Serbia,138,77,4,0,1,2,0,0,2,4,9,2,42,11,0,0
PL_PLZZXK,Kosovo,391,129,4,0,0,3,2,0,3,27,4,5,61,20,0,0
PL_0201011,Bolesławiec,33347,8115,114,0,98,157,57,71,75,1468,145,87,4127,1716,0,0
PL_0201022,Bolesławiec,10216,1649,21,0,12,161,58,16,11,172,21,20,768,389,0,0
PL_0201032,Gromadka,4429,768,20,0,2,58,26,10,4,106,10,12,292,228,0,0
PL_0201043,Nowogrodziec,11689,1632,46,0,23,212,77,17,19,143,18,23,575,479,0,0
PL_0201052,Osiecznica,5190,826,32,0,8,56,26,12,8,116,13,8,366,181,0,0
PL_0201062,Warta Bolesławiecka,6381,898,37,0,2,74,60,13,11,96,18,15,349,223,0,0
PL_0202011,Bielawa,26501,5278,94,0,46,108,72,47,50,929,133,54,2562,1183,0,0
PL_0202021,Dzierżoniów,29528,7304,105,0,88,117,88,63,84,1204,150,75,3650,1680,0,0
PL_0202031,Pieszyce,7741,1459,26,0,7,56,33,17,16,227,68,14,595,400,0,0
PL_0202041,Piława Górna,5410,930,23,0,7,47,23,17,20,95,25,7,406,260,0,0
PL_0202052,Dzierżoniów,7660,1449,31,0,26,139,88,35,28,109,28,22,568,375,0,0
PL_0202062,Łagiewniki,6087,997,26,0,14,93,56,18,39,87,28,10,364,262,0,0
PL_0202073,Niemcza,4878,963,18,0,20,41,26,10,18,137,37,14,397,245,0,0
PL_0203011,Głogów,56986,13213,217,0,144,253,156,307,154,2134,235,153,6118,3342,0,0
PL_0203022,Głogów,4536,789,20,0,4,37,25,12,10,82,11,6,358,224,0,0
PL_0203032,Jerzmanowa,2821,497,6,0,2,38,10,6,2,76,6,4,224,123,0,0
PL_0203042,Kotla,3253,439,16,0,9,37,29,11,8,43,7,10,158,111,0,0
PL_0203052,Pęcław,1808,293,9,0,1,30,18,5,4,17,2,1,117,89,0,0
PL_0203062,Żukowice,2743,294,5,0,4,56,6,3,2,43,7,4,85,79,0,0
PL_0204013,Góra,16568,2522,56,0,34,223,123,28,41,317,61,18,1107,514,0,0
PL_0204022,Jemielno,2486,330,8,0,7,36,34,4,2,20,6,1,126,86,0,0
PL_0204032,Niechlów,3969,527,32,0,10,96,39,5,5,44,11,14,152,119,0,0
PL_0204043,Wąsosz,5912,744,29,0,9,71,27,4,11,94,12,7,315,165,0,0
PL_0205011,Jawor,20255,4316,94,0,34,114,54,38,64,647,73,38,2063,1097,0,0
PL_0205023,Bolków,8968,1580,46,0,15,219,56,32,22,274,55,17,529,315,0,0
PL_0205032,Męcinka,3795,535,7,0,5,70,20,6,9,45,7,9,179,178,0,0
PL_0205042,Mściwojów,3286,638,16,0,11,119,51,12,22,90,13,3,177,124,0,0
PL_0205052,Paszowice,3118,418,6,0,2,55,19,2,6,43,3,5,155,122,0,0
PL_0205062,Wądroże Wielkie,3216,448,12,0,3,95,24,8,6,52,9,7,137,95,0,0
PL_0206011,Karpacz,4232,1041,17,0,15,38,5,5,12,138,17,13,633,148,0,0
PL_0206021,Kowary,9754,1935,74,0,31,56,36,16,15,290,58,38,956,365,0,0
PL_0206031,Piechowice,5471,1221,17,0,18,55,26,6,13,151,9,10,644,272,0,0
PL_0206041,Szklarska Poręba,5897,1325,30,0,21,28,6,14,11,175,27,19,759,235,0,0
PL_0206052,Janowice Wielkie,3562,656,34,0,10,54,10,5,9,75,6,11,321,121,0,0
PL_0206062,Jeżów Sudecki,5134,1042,19,0,8,96,29,8,9,130,21,10,506,206,0,0
PL_0206072,Mysłakowice,8048,1518,31,0,27,165,28,13,28,166,30,18,764,248,0,0
PL_0206082,Podgórzyn,6496,1281,37,0,14,85,26,8,10,129,23,6,707,236,0,0
PL_0206092,Stara Kamienica,4203,746,24,0,8,118,16,5,13,120,11,8,307,116,0,0
PL_0207011,Kamienna Góra,17411,3768,80,0,37,71,42,34,35,526,298,41,1754,850,0,0
PL_0207022,Kamienna Góra,6844,1368,47,0,22,143,48,11,12,106,82,31,524,342,0,0
PL_0207033,Lubawka,9412,1773,40,0,10,113,31,16,22,225,119,16,823,358,0,0
PL_0207042,Marciszów,3774,612,20,0,10,73,20,8,6,56,41,3,284,91,0,0
PL_0208011,Duszniki-Zdrój,4324,911,12,0,12,37,8,23,8,132,27,15,475,162,0,0
PL_0208021,Kłodzko,24371,5741,119,0,70,328,82,33,51,778,85,57,2824,1314,0,0
PL_0208031,Kudowa-Zdrój,8593,1959,21,0,19,56,25,27,10,250,36,32,841,642,0,0
PL_0208041,Nowa Ruda,20269,4060,47,0,47,108,116,53,50,726,91,44,2022,756,0,0
PL_0208051,Polanica-Zdrój,5910,1462,29,0,15,81,15,10,12,171,30,24,722,353,0,0
PL_0208063,Bystrzyca Kłodzka,16466,3192,64,0,27,289,69,24,199,377,48,37,1322,736,0,0
PL_0208072,Kłodzko,13904,2770,75,0,28,1116,71,22,35,151,19,16,736,501,0,0
PL_0208083,Lądek-Zdrój,7395,1444,40,0,26,130,25,13,13,226,37,17,608,309,0,0
PL_0208092,Lewin Kłodzki,1616,251,4,0,1,41,3,3,3,14,8,5,89,80,0,0
PL_0208103,Międzylesie,6145,1073,40,0,16,109,44,18,52,141,15,17,467,154,0,0
PL_0208112,Nowa Ruda,10130,1761,59,0,20,152,140,20,30,206,28,27,745,334,0,0
PL_0208123,Radków,7681,1389,43,0,12,134,56,12,22,121,22,21,539,407,0,0
PL_0208133,Stronie Śląskie,6248,1092,25,0,47,60,20,19,17,218,31,11,458,186,0,0
PL_0208143,Szczytna,6043,1025,15,0,10,118,35,13,11,112,13,9,478,211,0,0
PL_0209011,Chojnów,11744,2186,44,0,22,78,33,25,21,341,39,31,1023,529,0,0
PL_0209022,Chojnów,7429,1107,33,0,10,194,47,21,16,93,14,22,314,343,0,0
PL_0209032,Krotoszyce,2377,421,10,0,3,71,19,12,9,38,7,8,114,130,0,0
PL_0209042,Kunice,4313,976,18,0,8,78,30,5,20,134,19,11,466,187,0,0
PL_0209052,Legnickie Pole,3895,812,39,0,24,89,37,15,23,84,26,17,266,192,0,0
PL_0209062,Miłkowice,4958,926,29,0,11,81,31,8,19,98,26,27,335,261,0,0
PL_0209073,Prochowice,5938,1068,26,0,7,99,30,11,21,83,12,7,535,237,0,0
PL_0209082,Ruja,2142,304,8,0,6,34,24,5,10,14,6,4,118,75,0,0
PL_0210011,Lubań,18690,3988,68,0,28,195,39,27,25,836,68,51,1740,911,0,0
PL_0210021,Świeradów-Zdrój,3803,744,16,0,5,34,18,4,11,141,15,17,318,165,0,0
PL_0210033,Leśna,8475,1451,35,0,21,202,22,17,17,275,19,20,511,312,0,0
PL_0210042,Lubań,5100,874,25,0,6,313,49,4,11,74,8,10,231,143,0,0
PL_0210053,Olszyna,5418,925,28,0,6,138,22,10,7,181,23,6,333,171,0,0
PL_0210062,Platerówka,1323,207,4,0,0,42,10,2,4,17,3,7,47,71,0,0
PL_0210072,Siekierczyn,4151,855,24,0,10,107,34,13,5,118,18,13,334,179,0,0
PL_0211011,Lubin,62281,14910,215,0,120,365,129,88,109,2009,324,142,7136,4273,0,0
PL_0211022,Lubin,9666,1874,45,0,18,149,41,8,19,211,48,18,843,474,0,0
PL_0211032,Rudna,5809,977,44,0,8,121,53,10,6,119,12,11,328,265,0,0
PL_0211043,Ścinawa,8478,1485,26,0,15,217,32,10,16,147,32,13,517,460,0,0
PL_0212013,Gryfów Śląski,8391,1475,48,0,9,130,20,24,4,299,11,11,507,412,0,0
PL_0212023,Lubomierz,4940,879,25,0,11,207,17,8,5,59,8,34,337,168,0,0
PL_0212033,Lwówek Śląski,14323,2668,79,0,32,212,51,25,30,382,42,36,1223,556,0,0
PL_0212043,Mirsk,7305,1181,27,0,10,215,20,18,19,135,21,16,388,312,0,0
PL_0212053,Wleń,3737,712,21,0,12,97,21,10,20,68,16,10,263,174,0,0
PL_0213012,Cieszków,3716,572,13,0,7,118,22,3,16,85,10,11,145,142,0,0
PL_0213022,Krośnice,6190,1026,30,0,23,102,40,8,12,144,21,11,325,310,0,0
PL_0213033,Milicz,19386,3943,94,0,41,317,75,42,104,690,99,34,1532,915,0,0
PL_0214011,Oleśnica,30225,7663,117,0,86,138,95,58,60,1381,232,61,3361,2074,0,0
PL_0214023,Bierutów,8179,1528,68,0,18,97,47,9,17,380,14,11,509,358,0,0
PL_0214032,Dobroszyce,4811,698,14,0,4,58,20,5,15,81,25,3,285,188,0,0
PL_0214042,Dziadowa Kłoda,3589,499,13,0,2,148,20,7,3,59,6,5,135,101,0,0
PL_0214053,Międzybórz,3908,634,19,0,7,66,9,13,5,78,10,8,259,160,0,0
PL_0214062,Oleśnica,9122,1288,23,0,23,127,70,16,16,167,29,13,469,335,0,0
PL_0214073,Syców,13042,2823,69,0,37,140,26,18,29,334,32,18,1226,894,0,0
PL_0214083,Twardogóra,10275,1642,20,0,15,85,40,23,16,207,33,20,711,472,0,0
PL_0215011,Oława,25430,7200,101,0,55,119,52,47,64,952,148,62,3803,1797,0,0
PL_0215022,Domaniów,4127,670,21,0,7,91,59,4,19,49,6,5,229,180,0,0
PL_0215033,Jelcz-Laskowice,17733,3858,56,0,37,110,55,35,57,461,69,52,1801,1125,0,0
PL_0215042,Oława,11036,2164,56,0,13,106,59,17,46,165,37,24,1043,598,0,0
PL_0216013,Chocianów,10201,2047,52,0,18,101,120,20,12,171,17,68,825,643,0,0
PL_0216022,Gaworzyce,2976,566,13,0,4,61,32,6,9,46,8,6,216,165,0,0
PL_0216032,Grębocice,4092,510,23,0,2,77,31,7,9,48,8,4,182,119,0,0
PL_0216043,Polkowice,20493,4199,69,0,32,82,63,30,33,490,89,51,2231,1029,0,0
PL_0216053,Przemków,7070,1038,33,0,15,40,33,13,11,109,20,19,418,327,0,0
PL_0216062,Radwanice,3534,585,19,0,11,68,27,10,7,86,13,2,237,105,0,0
PL_0217012,Borów,4207,709,14,0,3,102,34,2,11,58,11,12,222,240,0,0
PL_0217022,Kondratowice,3757,600,14,0,4,67,27,11,9,79,11,5,248,125,0,0
PL_0217032,Przeworno,4171,580,12,0,3,76,42,10,5,71,17,14,184,146,0,0
PL_0217043,Strzelin,18605,4080,88,0,48,226,74,105,39,690,69,37,1794,910,0,0
PL_0217053,Wiązów,6007,956,24,0,3,114,60,12,23,60,19,7,300,334,0,0
PL_0218012,Kostomłoty,5617,815,25,0,7,104,38,5,19,108,22,12,231,244,0,0
PL_0218022,Malczyce,4769,766,15,0,9,49,19,8,7,101,12,16,332,198,0,0
PL_0218032,Miękinia,9662,1996,51,0,21,119,43,11,43,189,73,23,951,472,0,0
PL_0218043,Środa Śląska,15410,2663,35,0,44,114,40,20,31,395,70,29,1247,638,0,0
PL_0218052,Udanin,4494,723,15,0,12,171,25,14,20,79,5,6,215,161,0,0
PL_0219011,Świdnica,49856,13478,164,0,156,259,134,156,132,1864,314,141,6928,3230,0,0
PL_0219021,Świebodzice,18932,4024,90,0,43,83,62,28,31,571,99,32,1887,1098,0,0
PL_0219032,Dobromierz,4383,597,17,0,9,56,29,4,9,69,6,10,202,186,0,0
PL_0219043,Jaworzyna Śląska,8316,1540,35,0,22,59,29,21,19,120,20,16,759,440,0,0
PL_0219052,Marcinowice,5100,980,12,0,16,211,23,8,9,76,12,15,337,261,0,0
PL_0219063,Strzegom,22188,4140,94,0,34,164,125,56,62,485,91,57,1952,1020,0,0
PL_0219072,Świdnica,12596,2214,63,0,19,157,76,42,47,234,42,20,964,550,0,0
PL_0219083,Żarów,10101,1872,32,0,21,83,39,23,23,241,46,31,894,439,0,0
PL_0220013,Oborniki Śląskie,14661,3802,46,0,45,114,51,30,47,464,118,46,1943,898,0,0
PL_0220023,Prusice,7270,867,16,0,13,66,38,8,21,100,17,12,322,254,0,0
PL_0220033,Trzebnica,17533,3598,65,0,42,126,80,29,49,430,92,23,1594,1068,0,0
PL_0220042,Wisznia Mała,6823,1565,20,0,30,42,25,11,9,191,40,20,776,401,0,0
PL_0220052,Zawonia,4382,580,8,0,5,65,21,13,17,59,19,6,234,133,0,0
PL_0220063,Żmigród,11928,1853,50,0,20,258,45,18,37,252,35,14,830,294,0,0
PL_0221011,Boguszów-Gorce,13561,2404,43,0,19,49,29,14,21,568,61,42,1104,454,0,0
PL_0221021,Jedlina-Zdrój,4127,848,30,0,13,27,15,18,17,90,26,14,442,156,0,0
PL_0221031,Szczawno-Zdrój,4958,1573,24,0,16,28,26,7,11,280,38,12,869,262,0,0
PL_0221042,Czarny Bór,3796,719,22,0,10,42,26,12,9,65,21,24,332,156,0,0
PL_0221053,Głuszyca,7590,1346,23,0,12,77,21,24,16,132,37,14,707,283,0,0
PL_0221063,Mieroszów,6065,986,24,0,9,35,18,12,5,146,32,10,552,143,0,0
PL_0221072,Stare Bogaczowice,3384,647,13,0,6,54,27,5,13,112,10,5,290,112,0,0
PL_0221082,Walim,4739,737,16,0,4,42,27,10,4,106,21,6,354,147,0,0
PL_0221091,M. Wałbrzych,100960,22148,367,0,158,294,216,178,155,3630,721,179,12484,3766,0,0
PL_0222013,Brzeg Dolny,13244,2848,42,0,31,75,53,40,34,362,75,25,1546,565,0,0
PL_0222022,Wińsko,6975,926,31,0,11,115,38,16,17,115,18,25,236,304,0,0
PL_0222033,Wołów,19836,4129,114,0,39,188,99,45,80,557,86,47,1888,986,0,0
PL_0223012,Czernica,7731,2176,37,0,36,61,26,9,53,218,70,27,1106,533,0,0
PL_0223022,Długołęka,16760,3961,46,0,48,179,71,21,50,357,132,60,1940,1057,0,0
PL_0223032,Jordanów Śląski,2458,357,3,0,0,37,20,3,6,41,21,3,130,93,0,0
PL_0223043,Kąty Wrocławskie,15088,3471,57,0,41,149,43,31,66,314,110,44,1799,817,0,0
PL_0223052,Kobierzyce,11475,2700,40,0,45,87,43,15,25,257,87,55,1510,536,0,0
PL_0223062,Mietków,3085,624,22,0,7,118,29,6,19,63,9,6,190,155,0,0
PL_0223073,Sobótka,10048,1897,25,0,27,131,54,21,26,258,46,34,811,464,0,0
PL_0223083,Święta Katarzyna,11660,3261,61,0,36,99,33,21,59,303,119,32,1640,858,0,0
PL_0223092,Żórawina,6704,1174,23,0,13,71,27,9,14,119,28,14,562,294,0,0
PL_0224013,Bardo,4538,856,26,0,13,70,26,8,8,106,14,15,351,219,0,0
PL_0224022,Ciepłowody,2541,321,11,0,9,38,20,4,1,23,4,3,121,87,0,0
PL_0224032,Kamieniec Ząbkowicki,7029,1273,50,0,28,139,38,12,22,175,17,16,439,337,0,0
PL_0224042,Stoszowice,4528,777,42,0,7,82,45,13,10,90,14,9,317,148,0,0
PL_0224053,Ząbkowice Śląskie,18942,4374,95,0,72,348,107,48,48,568,101,50,1879,1058,0,0
PL_0224063,Ziębice,14817,2397,62,0,41,337,96,38,38,254,47,29,900,555,0,0
PL_0224073,Złoty Stok,3959,749,10,0,7,44,32,14,24,85,19,15,320,179,0,0
PL_0225011,Zawidów,3574,704,22,0,11,34,2,14,9,64,12,8,321,207,0,0
PL_0225021,Zgorzelec,27376,6488,142,0,64,139,59,60,72,1194,103,74,3038,1543,0,0
PL_0225033,Bogatynia,20138,3726,85,0,47,133,65,54,35,589,74,32,1657,955,0,0
PL_0225043,Pieńsk,7438,1188,30,0,9,105,34,21,28,141,15,15,568,222,0,0
PL_0225052,Sulików,4814,840,37,0,10,85,16,8,12,79,11,9,275,298,0,0
PL_0225063,Węgliniec,7201,1240,55,0,19,86,22,8,11,155,27,12,595,250,0,0
PL_0225072,Zgorzelec,6391,908,34,0,6,153,31,12,15,105,10,9,344,189,0,0
PL_0226011,Wojcieszów,3123,477,16,0,11,25,10,7,4,80,11,4,206,103,0,0
PL_0226021,Złotoryja,13644,3029,74,0,34,59,41,25,41,418,77,27,1616,617,0,0
PL_0226032,Pielgrzymka,3698,612,19,0,8,79,20,6,4,45,8,6,287,130,0,0
PL_0226043,Świerzawa,6319,993,31,0,14,127,42,15,12,106,24,8,440,174,0,0
PL_0226052,Zagrodno,4517,694,20,0,4,104,50,6,9,62,14,8,195,222,0,0
PL_0226062,Złotoryja,5607,976,26,0,9,101,29,12,6,66,14,7,441,265,0,0
PL_0261011,M. Jelenia Góra,69954,18895,298,0,243,615,207,135,136,2680,361,140,10255,3825,0,0
PL_0262011,M. Legnica,82646,20750,325,0,181,452,200,120,308,3719,457,231,9480,5277,0,0
PL_0264011,M. Wrocław,505663,177943,1680,0,2288,1987,752,874,1782,23934,8300,1675,93096,41575,0,0
PL_0401011,Aleksandrów Kujawski,10219,2046,56,0,19,359,23,9,15,357,16,20,853,319,0,0
PL_0401021,Ciechocinek,9388,3205,55,0,40,210,20,23,16,580,34,22,1399,806,0,0
PL_0401031,Nieszawa,1654,356,25,0,15,62,3,5,8,62,10,1,105,60,0,0
PL_0401042,Aleksandrów Kujawski,8575,1195,41,0,9,219,34,8,8,119,12,21,458,266,0,0
PL_0401052,Bądkowo,3656,516,29,0,4,159,38,2,5,85,8,7,92,87,0,0
PL_0401062,Koneck,2675,348,7,0,0,115,38,3,2,50,5,1,53,74,0,0
PL_0401072,Raciążek,2512,454,16,0,6,71,20,5,12,87,4,6,140,87,0,0
PL_0401082,Waganiec,3516,435,11,0,9,113,30,3,6,59,3,3,103,95,0,0
PL_0401092,Zakrzewo,2986,445,17,0,9,139,33,9,3,66,5,5,100,59,0,0
PL_0402011,Brodnica,21815,5178,102,0,22,319,48,27,35,745,32,58,2620,1170,0,0
PL_0402022,Bobrowo,4951,742,24,0,3,289,35,2,5,58,6,5,150,165,0,0
PL_0402032,Brodnica,5380,821,31,0,3,220,26,9,3,72,1,11,279,166,0,0
PL_0402042,Brzozie,2839,494,20,0,2,137,34,5,8,55,4,2,84,143,0,0
PL_0402053,Górzno,3101,528,14,0,5,126,25,3,1,42,8,6,160,138,0,0
PL_0402062,Bartniczka,3590,557,18,0,6,149,35,12,3,48,3,9,136,138,0,0
PL_0402073,Jabłonowo Pomorskie,7171,1444,44,0,7,756,37,13,11,74,3,3,283,213,0,0
PL_0402082,Osiek,3175,353,16,0,1,86,24,2,6,32,3,4,95,84,0,0
PL_0402092,Świedziebnia,3977,595,15,0,1,276,31,3,6,31,12,11,78,131,0,0
PL_0402102,Zbiczno,3671,686,17,0,5,208,22,5,8,80,8,6,187,140,0,0
PL_0403012,Białe Błota,11912,3197,44,0,32,162,25,18,18,916,19,23,1448,492,0,0
PL_0403022,Dąbrowa Chełmińska,5732,1039,21,0,10,168,27,7,14,205,3,15,402,167,0,0
PL_0403032,Dobrcz,7495,1452,39,0,16,224,107,5,16,357,10,15,452,211,0,0
PL_0403043,Koronowo,19060,3628,105,0,40,449,131,28,40,847,26,25,1392,545,0,0
PL_0403052,Nowa Wieś Wielka,6654,1312,31,0,23,93,17,8,11,394,6,20,517,192,0,0
PL_0403062,Osielsko,7740,2605,53,0,28,184,24,6,15,643,15,27,1230,380,0,0
PL_0403072,Sicienko,7249,1580,59,0,16,267,42,15,36,358,11,16,562,198,0,0
PL_0403083,Solec Kujawski,12693,3178,62,0,42,194,45,30,41,665,27,41,1426,605,0,0
PL_0404011,Chełmno,16356,3728,97,0,42,147,41,29,75,737,25,37,1713,785,0,0
PL_0404022,Chełmno,4033,497,23,0,2,113,19,2,10,42,5,9,185,87,0,0
PL_0404032,Kijewo Królewskie,3363,597,18,0,3,146,24,12,12,78,6,5,188,105,0,0
PL_0404042,Lisewo,4064,513,10,0,4,111,30,4,8,77,6,4,168,91,0,0
PL_0404052,Papowo Biskupie,3422,465,10,0,0,128,26,6,16,78,4,3,117,77,0,0
PL_0404062,Stolno,3928,526,10,0,7,111,28,6,13,62,8,4,153,124,0,0
PL_0404072,Unisław,5354,982,21,0,5,121,21,11,11,116,4,6,426,240,0,0
PL_0405011,Golub-Dobrzyń,10109,2070,71,0,33,80,135,6,9,355,18,13,893,457,0,0
PL_0405022,Ciechocin,3013,481,13,0,1,129,23,5,5,41,0,3,145,116,0,0
PL_0405032,Golub-Dobrzyń,6455,944,30,0,5,140,154,6,6,111,10,5,276,201,0,0
PL_0405043,Kowalewo Pomorskie,8860,1849,48,0,17,340,84,12,20,255,24,18,710,321,0,0
PL_0405052,Radomin,3234,530,21,0,8,126,90,4,4,72,8,10,85,102,0,0
PL_0405062,Zbójno,3455,681,16,0,1,73,40,1,3,380,5,1,61,100,0,0
PL_0406012,Grudziądz,8576,1510,34,0,9,218,92,19,12,148,24,20,645,289,0,0
