gisco_id,name,registered,turnout,invalid,blank,FIDESZ-KDNP,MSZP,MIÉP-Jobbik,MP,SZDSZ,MDF,MVPP,KDCSZCÖ,MCF,MM2006,FKGP,Centrum,ZÖP,MESZ
HU_0544,Komárom,15747,11335,67,0,4696,5186,236,54,545,551,0,0,0,0,0,0,0,0
HU_0763,Kömlõd,833,535,6,0,166,299,14,2,37,11,0,0,0,0,0,0,0,0
HU_3055,Környe,3663,2408,16,0,914,1157,50,18,141,112,0,0,0,0,0,0,0,0
HU_1525,Lábatlan,4318,2740,27,0,930,1486,34,16,126,121,0,0,0,0,0,0,0,0
HU_2548,Leányvár,1384,986,6,0,384,464,15,13,60,44,0,0,0,0,0,0,0,0
HU_2263,Máriahalom,509,327,3,0,159,104,13,1,27,20,0,0,0,0,0,0,0,0
HU_2693,Mocsa,1846,1235,17,0,728,371,23,4,46,46,0,0,0,0,0,0,0,0
HU_2825,Mogyorósbánya,683,513,8,0,168,261,16,2,16,42,0,0,0,0,0,0,0,0
HU_2237,Nagyigmánd,2462,1556,14,0,651,719,31,12,56,73,0,0,0,0,0,0,0,0
HU_2707,Nagysáp,1201,740,7,0,372,289,20,4,30,18,0,0,0,0,0,0,0,0
HU_2016,Naszály,1892,1187,14,0,370,677,7,6,73,40,0,0,0,0,0,0,0,0
HU_3382,Neszmély,1142,805,6,0,393,290,27,4,36,49,0,0,0,0,0,0,0,0
HU_1535,Nyergesújfalu,6182,4311,26,0,1537,2185,64,21,274,204,0,0,0,0,0,0,0,0
HU_3076,Oroszlány,15738,10271,76,0,2680,6143,131,105,709,427,0,0,0,0,0,0,0,0
HU_2187,Piliscsév,1901,1208,14,0,522,482,32,7,90,61,0,0,0,0,0,0,0,0
HU_1466,Pilismarót,1579,1081,22,0,488,421,24,16,57,53,0,0,0,0,0,0,0,0
HU_3001,Réde,1186,713,6,0,357,284,13,5,24,24,0,0,0,0,0,0,0,0
HU_2690,Sárisáp,2330,1490,20,0,451,857,12,10,80,60,0,0,0,0,0,0,0,0
HU_3199,Súr,1008,532,7,0,201,268,12,2,14,28,0,0,0,0,0,0,0,0
HU_0868,Süttõ,1692,1177,5,0,395,653,18,8,54,44,0,0,0,0,0,0,0,0
HU_3351,Szákszend,1225,729,5,0,354,294,8,4,25,39,0,0,0,0,0,0,0,0
HU_3349,Szárliget,1754,1222,5,0,399,632,27,40,79,40,0,0,0,0,0,0,0,0
HU_2142,Szomor,867,595,8,0,258,239,28,5,30,27,0,0,0,0,0,0,0,0
HU_2261,Szomód,1662,1176,3,0,538,443,41,8,71,72,0,0,0,0,0,0,0,0
HU_3022,Tardos,1291,846,15,0,298,455,9,5,33,31,0,0,0,0,0,0,0,0
HU_1893,Tarján,2169,1520,8,0,787,544,16,9,81,75,0,0,0,0,0,0,0,0
HU_2012,Tata,19427,13983,95,0,5621,6242,246,110,1114,555,0,0,0,0,0,0,0,0
HU_1815,Tatabánya,56707,37956,349,0,11147,21481,396,333,2832,1418,0,0,0,0,0,0,0,0
HU_2098,Tárkány,1231,659,8,0,250,343,6,1,26,25,0,0,0,0,0,0,0,0
HU_0875,Tát,4477,3321,41,0,1205,1603,53,39,177,203,0,0,0,0,0,0,0,0
HU_1415,Tokod,3496,2334,14,0,802,1208,47,17,124,122,0,0,0,0,0,0,0,0
HU_3402,Tokodaltáró,2360,1456,12,0,445,829,36,11,59,64,0,0,0,0,0,0,0,0
HU_2763,Úny,550,353,3,0,152,147,11,3,25,12,0,0,0,0,0,0,0,0
HU_1725,Várgesztes,479,368,4,0,147,161,10,0,27,19,0,0,0,0,0,0,0,0
HU_3258,Vérteskethely,494,333,2,0,183,108,5,2,14,19,0,0,0,0,0,0,0,0
HU_1528,Vértessomló,1110,793,1,0,311,363,22,3,43,50,0,0,0,0,0,0,0,0
HU_3126,Vértesszõlõs,2338,1621,11,0,579,770,42,8,139,72,0,0,0,0,0,0,0,0
HU_2962,Vértestolna,432,295,1,0,147,128,2,0,6,11,0,0,0,0,0,0,0,0
HU_2385,Ászár,1320,821,4,0,380,348,10,6,34,39,0,0,0,0,0,0,0,0
HU_1642,Alsópetény,547,391,1,0,151,209,8,3,7,6,0,0,3,0,0,3,0,0
HU_0762,Alsótold,254,193,8,0,87,64,8,1,6,9,0,0,8,0,0,2,0,0
HU_1365,Balassagyarmat,14094,10196,78,0,3918,4625,189,96,587,530,0,27,79,0,0,67,0,0
HU_2434,Bánk,611,463,7,0,221,172,11,5,17,24,0,1,0,0,0,5,0,0
HU_2004,Bárna,918,617,5,0,216,315,15,48,8,4,0,1,2,0,0,3,0,0
HU_3353,Bátonyterenye,11296,6892,79,0,1758,4068,171,169,268,236,0,13,52,0,0,78,0,0
HU_1201,Becske,516,361,3,0,192,124,10,2,16,10,0,0,2,0,0,2,0,0
HU_0238,Bercel,1628,1028,27,0,491,369,61,4,22,39,0,1,6,0,0,8,0,0
HU_0903,Berkenye,513,402,2,0,261,96,13,1,12,12,0,2,0,0,0,3,0,0
HU_3291,Bér,357,237,4,0,97,51,8,2,48,10,0,0,15,0,0,2,0,0
HU_0384,Bokor,116,103,0,0,54,37,2,1,5,3,0,0,0,0,0,1,0,0
HU_0989,Borsosberény,784,463,10,0,208,192,3,3,9,22,0,0,14,0,0,2,0,0
HU_1423,Buják,1793,962,11,0,395,405,32,14,34,63,0,1,3,0,0,4,0,0
HU_0366,Cered,1043,631,12,0,229,328,4,4,26,20,0,1,5,0,0,2,0,0
HU_2193,Cserháthaláp,315,219,1,0,102,89,6,1,5,12,0,1,1,0,0,1,0,0
HU_2259,Cserhátsurány,690,521,4,0,323,124,6,2,10,23,0,2,23,0,0,4,0,0
HU_3231,Cserhátszentiván,143,117,1,0,71,30,5,1,5,4,0,0,0,0,0,0,0,0
HU_2014,Csesztve,275,194,6,0,100,64,12,1,5,6,0,0,0,0,0,0,0,0
HU_3027,Csécse,803,453,3,0,117,293,14,6,5,9,0,1,0,0,0,5,0,0
HU_0505,Csitár,387,270,3,0,149,91,6,1,5,9,0,0,4,0,0,2,0,0
HU_0732,Debercsény,83,63,0,0,35,19,3,0,2,4,0,0,0,0,0,0,0,0
HU_1251,Dejtár,1152,813,5,0,426,279,12,3,41,31,0,3,13,0,0,0,0,0
HU_0674,Diósjenõ,2329,1519,15,0,806,484,59,8,50,67,0,5,22,0,0,3,0,0
HU_2443,Dorogháza,1003,685,16,0,215,366,6,14,16,43,0,4,4,0,0,1,0,0
HU_0815,Drégelypalánk,1230,860,13,0,543,170,15,3,16,27,0,0,71,0,0,2,0,0
HU_0425,Ecseg,950,573,10,0,174,296,8,6,12,16,0,3,47,0,0,1,0,0
HU_1765,Egyházasdengeleg,422,221,3,0,89,102,2,1,16,8,0,0,0,0,0,0,0,0
HU_0598,Egyházasgerge,625,427,6,0,168,189,22,6,8,24,0,1,0,0,0,3,0,0
HU_2549,Endrefalva,917,567,8,0,276,230,8,11,13,13,0,1,6,0,0,1,0,0
HU_2265,Erdõkürt,478,331,3,0,148,130,7,0,17,24,0,1,0,0,0,1,0,0
HU_2179,Erdõtarcsa,484,277,6,0,82,132,11,5,10,13,0,0,15,0,0,3,0,0
HU_1537,Etes,1174,738,12,0,247,379,8,15,32,36,0,2,4,0,0,3,0,0
HU_2158,Érsekvadkert,3043,2132,16,0,1201,627,39,10,60,94,0,1,72,0,0,12,0,0
HU_2432,Felsõpetény,544,372,1,0,207,107,10,2,14,24,0,0,5,0,0,2,0,0
HU_3331,Felsõtold,188,155,2,0,70,76,1,0,1,4,0,1,0,0,0,0,0,0
HU_2566,Galgaguta,613,403,3,0,230,127,9,1,13,18,0,1,0,0,0,1,0,0
HU_1849,Garáb,61,53,2,0,32,17,1,0,0,1,0,0,0,0,0,0,0,0
HU_0532,Herencsény,573,408,8,0,245,111,6,3,6,20,0,2,5,0,0,2,0,0
HU_0399,Héhalom,857,495,7,0,211,235,5,2,6,23,0,2,0,0,0,4,0,0
HU_3324,Hollókõ,390,329,2,0,169,130,12,1,10,4,0,0,1,0,0,0,0,0
HU_1320,Hont,451,287,2,0,170,78,5,3,11,14,0,0,3,0,0,1,0,0
HU_1371,Horpács,159,128,3,0,46,67,4,1,3,4,0,0,0,0,0,0,0,0
HU_1687,Hugyag,692,503,11,0,297,171,1,2,7,11,0,0,2,0,0,1,0,0
HU_2683,Iliny,167,119,2,0,100,13,1,0,0,2,0,0,0,0,0,1,0,0
HU_0332,Ipolytarnóc,391,287,3,0,183,72,8,0,7,7,0,0,4,0,0,3,0,0
HU_2931,Ipolyvece,699,498,8,0,310,121,10,6,7,17,0,0,19,0,0,0,0,0
HU_0871,Jobbágyi,1698,1041,14,0,311,584,17,12,47,40,0,6,0,0,0,10,0,0
HU_1862,Karancsalja,1303,886,6,0,325,420,19,15,45,46,0,1,1,0,0,8,0,0
HU_2554,Karancsberény,779,508,2,0,241,224,11,11,4,13,0,0,0,0,0,2,0,0
HU_0885,Karancskeszi,1562,988,14,0,423,416,31,18,29,53,0,2,1,0,0,1,0,0
HU_2104,Karancslapujtõ,2324,1606,29,0,682,609,41,65,88,64,0,5,11,0,0,12,0,0
HU_2689,Karancsság,898,484,13,0,216,203,8,7,13,16,0,2,6,0,0,0,0,0
HU_2838,Kazár,1711,1021,11,0,286,551,14,76,48,23,0,3,6,0,0,3,0,0
HU_0864,Kálló,1128,601,15,0,276,211,19,3,7,31,0,3,35,0,0,1,0,0
HU_3141,Keszeg,577,381,11,0,205,142,4,0,7,12,0,0,0,0,0,0,0,0
HU_1184,Kétbodony,443,343,4,0,184,118,10,2,15,8,0,1,0,0,0,1,0,0
HU_2724,Kisbágyon,377,241,5,0,67,137,3,10,10,9,0,0,0,0,0,0,0,0
HU_2629,Kisbárkány,183,126,2,0,98,11,2,5,1,6,0,0,0,0,0,1,0,0
HU_3320,Kisecset,182,128,1,0,70,42,5,1,5,2,0,1,0,0,0,1,0,0
HU_3340,Kishartyán,489,343,2,0,131,167,10,11,7,13,0,0,0,0,0,2,0,0
HU_1384,Kozárd,162,136,2,0,54,63,4,2,4,6,0,0,0,0,0,1,0,0
HU_1945,Kutasó,93,76,0,0,42,24,0,2,4,2,0,0,0,0,0,2,0,0
HU_3039,Legénd,408,246,3,0,117,85,13,4,3,8,0,0,13,0,0,0,0,0
HU_0487,Litke,669,419,8,0,172,189,8,7,20,14,0,0,0,0,0,1,0,0
HU_2019,Lucfalva,480,319,8,0,150,141,3,1,1,12,0,1,2,0,0,0,0,0
HU_0277,Ludányhalászi,1008,580,10,0,291,192,20,8,14,31,0,0,12,0,0,2,0,0
HU_2696,Magyargéc,626,486,11,0,225,222,4,5,2,12,0,1,3,0,0,1,0,0
HU_3240,Magyarnándor,994,649,10,0,266,305,11,7,17,25,0,2,1,0,0,5,0,0
HU_1464,Márkháza,191,145,3,0,90,35,2,2,4,9,0,0,0,0,0,0,0,0
HU_2007,Mátramindszent,751,532,9,0,206,261,6,7,6,21,0,2,12,0,0,2,0,0
HU_1937,Mátranovák,1662,1039,12,0,285,581,35,35,22,36,0,2,18,0,0,13,0,0
HU_2433,Mátraszele,856,558,7,0,196,268,3,14,15,22,0,1,22,0,0,10,0,0
HU_0433,Mátraszõlõs,1310,836,16,0,210,511,18,5,21,44,0,2,4,0,0,5,0,0
HU_3352,Mátraterenye,1566,1061,14,0,330,602,15,35,21,22,0,1,14,0,0,7,0,0
HU_3010,Mátraverebély,1607,986,25,0,311,487,15,24,25,42,0,0,56,0,0,1,0,0
HU_1322,Mihálygerge,571,407,0,0,203,182,6,3,4,8,0,1,0,0,0,0,0,0
HU_2791,Mohora,771,477,7,0,210,197,6,7,15,11,0,1,22,0,0,1,0,0
HU_1639,Nagybárkány,519,309,7,0,166,108,3,0,2,15,0,1,5,0,0,2,0,0
HU_3428,Nagykeresztúr,230,175,2,0,83,71,5,3,5,5,0,0,0,0,0,1,0,0
HU_2110,Nagylóc,1344,868,18,0,415,322,34,14,16,32,0,5,11,0,0,1,0,0
HU_2398,Nagyoroszi,1696,1071,26,0,487,405,24,24,37,34,0,1,30,0,0,3,0,0
HU_2758,Nemti,654,442,16,0,138,213,14,5,9,47,0,0,0,0,0,0,0,0
HU_0979,Nézsa,931,597,12,0,336,176,8,3,23,33,0,3,1,0,0,2,0,0
HU_0435,Nógrád,1249,907,6,0,431,345,33,5,27,55,0,1,1,0,0,3,0,0
HU_3230,Nógrádkövesd,603,390,2,0,157,195,9,3,8,14,0,1,0,0,0,1,0,0
HU_2983,Nógrádmarcal,443,273,9,0,142,86,4,2,4,16,0,0,10,0,0,0,0,0
HU_1213,Nógrádmegyer,1272,850,18,0,374,400,6,6,10,18,0,3,12,0,0,3,0,0
HU_0838,Nógrádsáp,776,596,16,0,374,160,18,2,12,13,0,1,0,0,0,0,0,0
HU_1949,Nógrádsipek,610,390,2,0,225,110,26,3,5,18,0,0,0,0,0,1,0,0
HU_2734,Nógrádszakál,496,352,1,0,152,158,9,1,13,4,0,0,9,0,0,5,0,0
HU_2942,Nõtincs,917,651,4,0,347,221,17,0,13,39,0,2,3,0,0,5,0,0
HU_0324,Õrhalom,912,670,7,0,359,237,12,6,21,25,0,0,1,0,0,2,0,0
HU_1931,Õsagárd,277,213,4,0,129,62,3,1,3,10,0,0,0,0,0,1,0,0
HU_0588,Palotás,1376,929,8,0,270,481,21,8,75,58,0,2,1,0,0,5,0,0
HU_0719,Patak,791,600,6,0,377,156,10,8,20,19,0,2,0,0,0,2,0,0
HU_3388,Patvarc,551,430,2,0,223,154,0,2,16,19,0,0,12,0,0,2,0,0
HU_0740,Pásztó,8055,5715,81,0,2202,2387,138,74,185,605,0,5,3,0,0,35,0,0
HU_1159,Piliny,495,332,5,0,143,137,12,6,12,15,0,0,1,0,0,1,0,0
HU_1786,Pusztaberki,119,95,0,0,51,36,0,1,2,5,0,0,0,0,0,0,0,0
HU_2382,Rétság,2337,1718,9,0,779,667,68,15,73,90,0,1,5,0,0,11,0,0
HU_2888,Rimóc,1431,854,20,0,504,214,21,14,13,53,0,5,5,0,0,5,0,0
HU_1219,Romhány,1899,1285,15,0,601,509,35,8,53,57,0,3,2,0,0,2,0,0
HU_2578,Salgótarján,35293,23964,184,0,8006,11670,372,545,1753,1072,0,43,62,0,0,257,0,0
HU_1252,Ságújfalu,784,467,10,0,176,231,6,5,11,16,0,2,9,0,0,1,0,0
HU_2457,Sámsonháza,216,156,0,0,103,43,5,0,2,3,0,0,0,0,0,0,0,0
HU_1488,Sóshartyán,646,403,1,0,210,152,4,6,7,12,0,1,8,0,0,2,0,0
HU_1979,Szalmatercs,383,254,11,0,127,82,10,6,7,9,0,0,1,0,0,1,0,0
HU_1375,Szanda,564,392,10,0,183,154,14,2,6,9,0,4,8,0,0,2,0,0
HU_1019,Szarvasgede,388,257,1,0,67,156,8,3,7,12,0,2,1,0,0,0,0,0
HU_1532,Szátok,396,287,7,0,189,56,10,3,7,9,0,0,4,0,0,2,0,0
HU_0450,Szendehely,1206,847,8,0,426,284,29,2,35,56,0,2,1,0,0,4,0,0
HU_0904,Szente,303,228,3,0,150,57,6,2,1,9,0,0,0,0,0,0,0,0
HU_2304,Szécsénke,211,169,5,0,122,29,4,1,3,5,0,0,0,0,0,0,0,0
HU_0662,Szécsény,5215,3680,23,0,1711,1486,78,24,122,213,0,5,0,0,0,18,0,0
HU_3301,Szécsényfelfalu,382,254,4,0,115,96,10,14,8,5,0,0,0,0,0,2,0,0
HU_0795,Szilaspogony,280,220,6,0,89,111,1,3,4,3,0,1,2,0,0,0,0,0
HU_2163,Szirák,870,519,8,0,190,223,9,2,19,18,0,0,48,0,0,2,0,0
HU_2819,Szuha,592,436,5,0,104,240,10,13,32,25,0,4,0,0,0,3,0,0
HU_1904,Szurdokpüspöki,1694,1050,13,0,451,460,18,15,29,49,0,9,0,0,0,6,0,0
HU_1878,Szügy,1186,800,10,0,288,389,18,7,35,41,0,2,1,0,0,9,0,0
HU_3289,Tar,1632,1044,14,0,358,511,13,12,26,103,0,1,1,0,0,5,0,0
HU_2417,Tereske,576,365,12,0,185,116,9,2,3,13,0,2,21,0,0,2,0,0
HU_0484,Terény,360,261,12,0,150,68,13,1,4,9,0,2,1,0,0,1,0,0
HU_0638,Tolmács,631,452,3,0,219,179,12,5,17,13,0,2,1,0,0,1,0,0
HU_3091,Vanyarc,1067,591,4,0,266,221,8,4,47,35,0,0,4,0,0,2,0,0
HU_2949,Varsány,1374,894,13,0,467,316,35,6,7,37,0,0,12,0,0,1,0,0
HU_1032,Vizslás,1117,712,7,0,237,364,9,30,32,22,0,6,0,0,0,5,0,0
HU_2166,Zabar,441,242,1,0,90,119,3,5,7,11,0,1,3,0,0,2,0,0
HU_3436,Rákóczibánya,532,342,1,0,65,255,2,5,10,0,0,0,4,0,0,0,0,0
HU_2787,Abony,12031,7248,50,0,3300,3105,201,0,234,310,0,0,0,0,0,48,0,0
HU_1857,Acsa,1161,629,7,0,326,223,23,0,17,26,0,0,0,0,0,7,0,0
HU_3165,Albertirsa,9420,5951,67,0,2413,2669,145,0,257,354,0,0,0,0,0,46,0,0
HU_2319,Alsónémedi,3750,2504,18,0,1274,809,148,0,108,129,0,0,0,0,0,18,0,0
HU_3356,Apaj,951,535,1,0,187,281,10,0,34,18,0,0,0,0,0,4,0,0
HU_1618,Aszód,4671,3243,36,0,1295,1464,74,0,147,190,0,0,0,0,0,37,0,0
HU_1010,Áporka,916,622,1,0,261,287,14,0,34,22,0,0,0,0,0,3,0,0
HU_0913,Bag,3036,2114,16,0,1081,789,49,0,75,95,0,0,0,0,0,9,0,0
HU_1877,Bernecebaráti,749,522,4,0,353,119,10,0,11,19,0,0,0,0,0,6,0,0
HU_2509,Bénye,971,607,9,0,278,275,10,0,12,22,0,0,0,0,0,1,0,0
HU_0889,Biatorbágy,7824,5863,61,0,2629,2138,148,0,482,364,0,0,0,0,0,41,0,0
HU_0340,Budajenõ,1145,928,4,0,440,274,25,0,136,42,0,0,0,0,0,7,0,0
HU_2346,Budakalász,7941,6031,60,0,2621,2159,228,0,522,368,0,0,0,0,0,73,0,0
HU_1205,Budakeszi,10402,8264,47,0,3579,2829,221,0,995,525,0,0,0,0,0,68,0,0
HU_2327,Budaörs,20221,15550,160,0,6005,5728,476,0,2217,792,0,0,0,0,0,172,0,0
HU_3202,Bugyi,4025,2491,20,0,1231,931,69,0,99,128,0,0,0,0,0,13,0,0
HU_1134,Cegléd,30071,20380,163,0,8661,8412,809,0,928,1235,0,0,0,0,0,172,0,0
HU_2064,Ceglédbercel,3648,2453,15,0,972,1036,102,0,127,184,0,0,0,0,0,17,0,0
HU_0518,Csemõ,3103,1744,21,0,828,693,51,0,63,83,0,0,0,0,0,5,0,0
HU_1847,Csévharaszt,1424,800,9,0,369,320,37,0,21,34,0,0,0,0,0,10,0,0
HU_0682,Csobánka,2280,1592,9,0,709,534,61,0,213,45,0,0,0,0,0,21,0,0
HU_3311,Csomád,829,556,3,0,229,249,9,0,35,27,0,0,0,0,0,4,0,0
HU_2280,Csömör,6141,4501,27,0,1662,1895,155,0,438,252,0,0,0,0,0,72,0,0
HU_2698,Csõvár,540,360,5,0,185,112,10,0,9,32,0,0,0,0,0,7,0,0
HU_0924,Dabas,12787,8244,62,0,4080,3392,122,0,259,290,0,0,0,0,0,39,0,0
HU_3181,Dánszentmiklós,2169,1331,13,0,506,661,44,0,61,39,0,0,0,0,0,7,0,0
HU_1839,Dány,3398,2197,28,0,1228,673,61,0,79,119,0,0,0,0,0,9,0,0
HU_0997,Délegyháza,2139,1284,9,0,480,610,29,0,82,56,0,0,0,0,0,18,0,0
HU_2401,Diósd,5555,4430,14,0,1719,1710,114,0,508,300,0,0,0,0,0,65,0,0
HU_0480,Domony,1523,1019,4,0,485,398,37,0,46,46,0,0,0,0,0,3,0,0
HU_2964,Dömsöd,4720,2833,24,0,1550,878,93,0,106,166,0,0,0,0,0,16,0,0
HU_2536,Dunabogdány,2456,1856,11,0,1130,448,23,0,101,127,0,0,0,0,0,16,0,0
HU_0958,Dunaharaszti,14154,9993,78,0,3547,4400,261,0,1046,537,0,0,0,0,0,124,0,0
HU_1861,Dunakeszi,25724,19112,128,0,6934,8518,479,0,1849,959,0,0,0,0,0,245,0,0
HU_2053,Dunavarsány,5136,3441,35,0,1186,1704,74,0,245,153,0,0,0,0,0,44,0,0
HU_2451,Ecser,2785,2076,24,0,827,872,68,0,157,100,0,0,0,0,0,28,0,0
HU_1348,Erdõkertes,5170,3217,29,0,1033,1534,137,0,248,183,0,0,0,0,0,53,0,0
HU_3098,Érd,47825,34137,260,0,13303,14823,885,0,2892,1636,0,0,0,0,0,338,0,0
HU_0912,Farmos,2900,1658,9,0,762,696,55,0,62,63,0,0,0,0,0,11,0,0
HU_0603,Felsõpakony,2407,1460,9,0,548,693,32,0,85,73,0,0,0,0,0,20,0,0
HU_3261,Fót,13841,9912,43,0,3645,4424,340,0,798,542,0,0,0,0,0,120,0,0
HU_1329,Galgagyörk,824,507,1,0,262,185,22,0,18,18,0,0,0,0,0,1,0,0
HU_1950,Galgahévíz,2037,1351,9,0,693,494,44,0,36,59,0,0,0,0,0,16,0,0
HU_2712,Galgamácsa,1530,1025,12,0,377,467,28,0,62,69,0,0,0,0,0,10,0,0
HU_0944,Gomba,2272,1363,12,0,578,620,21,0,71,57,0,0,0,0,0,4,0,0
HU_2364,Göd,13009,9845,45,0,4162,3795,312,0,900,522,0,0,0,0,0,109,0,0
HU_3255,Gödöllõ,24309,17966,138,0,7248,7122,538,0,1374,1313,0,0,0,0,0,233,0,0
HU_2562,Gyál,16961,10758,100,0,3512,5747,239,0,607,433,0,0,0,0,0,120,0,0
HU_2973,Gyömrõ,11486,7673,69,0,2740,3626,203,0,484,490,0,0,0,0,0,61,0,0
HU_0969,Halásztelek,6400,4549,34,0,1551,2178,86,0,411,243,0,0,0,0,0,46,0,0
HU_3355,Herceghalom,1238,885,7,0,342,388,14,0,82,44,0,0,0,0,0,8,0,0
HU_0984,Hernád,3041,1670,15,0,635,851,20,0,65,72,0,0,0,0,0,12,0,0
HU_1394,Hévízgyörk,2411,1754,13,0,869,671,46,0,68,74,0,0,0,0,0,13,0,0
HU_0330,Iklad,1728,1176,9,0,382,620,32,0,55,75,0,0,0,0,0,3,0,0
HU_3210,Inárcs,3347,2182,16,0,919,953,45,0,131,100,0,0,0,0,0,18,0,0
HU_2809,Ipolydamásd,283,222,5,0,74,126,6,0,5,5,0,0,0,0,0,1,0,0
HU_0497,Ipolytölgyes,209,142,1,0,80,46,0,0,5,9,0,0,0,0,0,1,0,0
HU_0780,Isaszeg,8208,5245,32,0,2035,2354,170,0,256,316,0,0,0,0,0,82,0,0
HU_1100,Jászkarajenõ,2312,1355,19,0,725,469,32,0,49,60,0,0,0,0,0,1,0,0
HU_3223,Kakucs,2123,1348,10,0,692,470,29,0,79,53,0,0,0,0,0,15,0,0
HU_3069,Kartal,4608,2918,37,0,1258,1306,79,0,77,147,0,0,0,0,0,14,0,0
HU_2782,Káva,516,350,4,0,143,162,13,0,13,14,0,0,0,0,0,1,0,0
HU_2234,Kemence,875,644,13,0,382,169,18,0,35,18,0,0,0,0,0,9,0,0
HU_3416,Kerepes,7261,5157,45,0,1846,2195,207,0,478,304,0,0,0,0,0,82,0,0
HU_1081,Kiskunlacháza,7033,4426,27,0,1744,1919,159,0,222,315,0,0,0,0,0,40,0,0
HU_3373,Kismaros,1569,1228,5,0,548,460,50,0,84,67,0,0,0,0,0,14,0,0
HU_0522,Kisnémedi,564,365,1,0,148,161,16,0,16,21,0,0,0,0,0,2,0,0
HU_2985,Kisoroszi,675,517,7,0,263,162,28,0,38,16,0,0,0,0,0,3,0,0
HU_3415,Kistarcsa,7956,5756,40,0,2294,2368,249,0,388,341,0,0,0,0,0,76,0,0
HU_3277,Kocsér,1587,1115,12,0,725,263,8,0,25,78,0,0,0,0,0,4,0,0
HU_2768,Kosd,1837,1244,4,0,632,384,93,0,49,70,0,0,0,0,0,12,0,0
HU_3136,Kóka,3497,2099,19,0,911,879,124,0,67,83,0,0,0,0,0,16,0,0
HU_2467,Kóspallag,582,396,4,0,152,167,14,0,25,31,0,0,0,0,0,3,0,0
HU_3297,Kõröstetétlen,696,518,2,0,239,238,6,0,10,22,0,0,0,0,0,1,0,0
HU_3080,Leányfalu,2395,1860,12,0,871,566,62,0,231,96,0,0,0,0,0,22,0,0
HU_2268,Letkés,870,598,7,0,254,235,31,0,23,41,0,0,0,0,0,7,0,0
HU_0914,Lórév,246,176,5,0,27,115,1,0,19,8,0,0,0,0,0,1,0,0
HU_1092,Maglód,8044,5572,54,0,2163,2511,194,0,290,292,0,0,0,0,0,68,0,0
HU_1075,Majosháza,1016,705,18,0,300,311,12,0,35,28,0,0,0,0,0,1,0,0
HU_0439,Makád,1010,635,9,0,287,251,24,0,27,35,0,0,0,0,0,2,0,0
HU_0457,Márianosztra,735,487,8,0,189,232,7,0,10,31,0,0,0,0,0,10,0,0
HU_0369,Mende,3346,2130,18,0,892,956,48,0,91,107,0,0,0,0,0,18,0,0
HU_2446,Mikebuda,586,325,3,0,150,128,4,0,20,20,0,0,0,0,0,0,0,0
HU_1778,Mogyoród,4259,3200,18,0,1681,990,84,0,220,161,0,0,0,0,0,46,0,0
HU_1055,Monor,16917,11097,81,0,5316,4361,288,0,494,447,0,0,0,0,0,110,0,0
HU_1477,Nagybörzsöny,599,407,7,0,239,102,22,0,7,25,0,0,0,0,0,5,0,0
HU_1343,Nagykáta,10155,6383,51,0,3272,2315,169,0,248,240,0,0,0,0,0,88,0,0
HU_0999,Nagykovácsi,4248,3253,17,0,1398,1105,116,0,401,192,0,0,0,0,0,24,0,0
HU_1971,Nagykõrös,19677,12327,89,0,5532,5137,304,0,610,571,0,0,0,0,0,84,0,0
HU_3173,Nagymaros,3694,2725,19,0,1387,914,83,0,120,168,0,0,0,0,0,34,0,0
HU_2340,Nagytarcsa,2490,1885,12,0,784,758,93,0,125,97,0,0,0,0,0,16,0,0
HU_2303,Nyáregyháza,2922,1643,17,0,667,802,42,0,57,49,0,0,0,0,0,9,0,0
HU_2006,Nyársapát,1373,754,7,0,381,303,14,0,13,31,0,0,0,0,0,5,0,0
HU_0407,Ócsa,6977,4399,26,0,2168,1699,114,0,159,189,0,0,0,0,0,44,0,0
HU_0528,Örkény,3705,2079,24,0,898,925,31,0,125,66,0,0,0,0,0,10,0,0
HU_0854,Õrbottyán,4641,3066,23,0,1322,1216,90,0,201,188,0,0,0,0,0,26,0,0
HU_2224,Pánd,1453,865,8,0,305,433,35,0,32,47,0,0,0,0,0,5,0,0
HU_1502,Páty,4631,3296,26,0,1390,1197,97,0,323,224,0,0,0,0,0,39,0,0
HU_1868,Penc,1111,723,6,0,394,227,22,0,31,43,0,0,0,0,0,0,0,0
HU_2818,Perbál,1637,1141,5,0,580,395,21,0,56,73,0,0,0,0,0,11,0,0
HU_0418,Perõcsény,320,232,4,0,153,49,4,0,11,9,0,0,0,0,0,2,0,0
HU_0405,Pécel,10727,7364,46,0,3007,3106,258,0,475,393,0,0,0,0,0,79,0,0
HU_2184,Péteri,1544,1019,14,0,383,500,26,0,51,40,0,0,0,0,0,5,0,0
HU_0982,Pilis,8715,4895,66,0,1986,2190,194,0,205,217,0,0,0,0,0,37,0,0
HU_2960,Pilisborosjenõ,2610,1982,14,0,748,750,73,0,240,134,0,0,0,0,0,23,0,0
HU_0714,Piliscsaba,5055,3732,33,0,1597,1402,117,0,343,205,0,0,0,0,0,35,0,0
HU_3414,Pilisjászfalu,948,596,3,0,189,272,26,0,61,34,0,0,0,0,0,11,0,0
HU_0529,Pilisszántó,1844,1302,13,0,520,534,51,0,109,66,0,0,0,0,0,9,0,0
HU_1139,Pilisszentiván,3356,2466,17,0,1250,777,52,0,223,127,0,0,0,0,0,20,0,0
